Ticker, Price, Sector, Industry
ORTX, 7.74, Healthcare, Biotechnology
OTIC, 5.57, Healthcare, Biotechnology
OVID, 3.2470, Healthcare, Biotechnology
OXSQ, 3.9200, Financial Services, Asset Management
PAA, 9.05, Energy, Oil & Gas Midstream
PAGP, 9.15, Energy, Oil & Gas Midstream
PAYS, 5.21, Industrials, Specialty Business Services
PBPB, 5.26, Consumer Cyclical, Restaurants
PCTI, 8.41, Technology, Communication Equipment
PCYG, 7.50, Technology, Software—Application
PFMT, 1.1900, Industrials, Specialty Business Services
PFSW, 7.46, Industrials, Specialty Business Services
PGEN, 8.16, Healthcare, Biotechnology
PHAS, 4.3500, Healthcare, Biotechnology
PICO, 9.05, Utilities, Utilities—Regulated Water
PIRS, 2.8800, Healthcare, Biotechnology
PLYA, 6.29, Consumer Cyclical, Resorts & Casinos
PNNT, 5.75, Financial Services, Asset Management
PRGX, 7.54, Industrials, Specialty Business Services
PROG, 6.01, Healthcare, Biotechnology
PRQR, 5.07, Healthcare, Biotechnology
PRTK, 8.05, Healthcare, Biotechnology
PSEC, 6.83, Financial Services, Asset Management
PSTI, 6.99, Healthcare, Biotechnology
PSTX, 9.28, Healthcare, Biotechnology
PTE, 1.2300, Healthcare, Biotechnology
PTEN, 6.31, Energy, Oil & Gas Drilling
PTMN, 2.0100, , 
PWFL, 7.98, Technology, Communication Equipment
PXLW, 3.4900, Technology, Semiconductors
QLGN, 4.1400, Healthcare, Biotechnology
QMCO, 8.11, Technology, Computer Hardware
QTNT, 5.24, Healthcare, Diagnostics & Research
QTT, 3.8100, Communication Services, Internet Content & Information
QUIK, 4.2700, Technology, Semiconductors
RAIL, 4.2300, Industrials, Railroads
RAVE, 1.2500, Consumer Cyclical, Restaurants
RBBN, 9.07, Communication Services, Telecom Services
RCMT, 2.9900, Industrials, Engineering & Construction
RDHL, 9.32, Healthcare, Drug Manufacturers—Specialty & Generic
RDI, 6.26, Communication Services, Entertainment
REDU, 6.00, Consumer Defensive, Education & Training Services
REED, 1.0800, Consumer Defensive, Beverages—Non-Alcoholic
REFR, 5.3900, Technology, Electronic Components
RELL, 6.07, Technology, Electronic Components
REPH, 3.7300, Healthcare, Drug Manufacturers—Specialty & Generic
RESN, 7.55, Technology, Semiconductors
RFIL, 6.15, Industrials, Electrical Equipment & Parts
RGLS, 1.6000, Healthcare, Biotechnology
RIGL, 4.8000, Healthcare, Biotechnology
RKDA, 3.2500, Basic Materials, Agricultural Inputs
RMNI, 8.05, Technology, Software—Application
RMTI, 1.4400, Healthcare, Drug Manufacturers—Specialty & Generic
RNWK, 3.0250, Communication Services, Electronic Gaming & Multimedia
RVSB, 5.62, Financial Services, Banks—Regional
SANW, 3.6500, Consumer Defensive, Farm Products
SBBP, 3.1000, Healthcare, Biotechnology
SCOR, 4.2900, Communication Services, Advertising Agencies
SCYX, 9.34, Healthcare, Drug Manufacturers—Specialty & Generic
SEAC, 1.3400, Technology, Software—Application
SECO, 2.8400, Consumer Cyclical, Internet Retail
SELB, 5.1400, Healthcare, Biotechnology
SESN, 2.4100, Healthcare, Biotechnology
SFT, 8.31, Consumer Cyclical, Internet Retail
SIEB, 5.65, Financial Services, Capital Markets
SIEN, 5.98, Healthcare, Medical Devices
SIFY, 2.9800, Communication Services, Telecom Services
SIGA, 6.83, Healthcare, Biotechnology
SIRI, 6.14, Communication Services, Broadcasting
SLDB, 8.00, Healthcare, Drug Manufacturers—Specialty & Generic
SLNO, 2.7100, Healthcare, Diagnostics & Research
SMMT, 9.41, Healthcare, Biotechnology
SMSI, 7.99, Technology, Software—Application
SMTX, 5.87, Technology, Electronic Components
SNCR, 4.83, Technology, Software—Application
SND, 2.0700, Energy, Oil & Gas Equipment & Services
SNDL, 1.1500, Healthcare, Drug Manufacturers—Specialty & Generic
SNSS, 3.0700, Healthcare, Biotechnology
SOLO, 8.82, Consumer Cyclical, Auto Manufacturers
SPPI, 3.9700, Healthcare, Biotechnology
SPRT, 2.4900, Technology, Software—Application
SRAX, 4.77, Communication Services, Advertising Agencies
SRET, 9.20, , 
SREV, 1.6900, Technology, Software—Application
SRGA, 2.9073, Healthcare, Medical Devices
STCN, 1.9300, Industrials, Conglomerates
SVRA, 2.0000, Healthcare, Biotechnology
SVVC, 6.40, Financial Services, Asset Management
SYBX, 4.2400, Healthcare, Biotechnology
SYNC, 2.0900, Technology, Software—Infrastructure
SYNL, 8.11, Basic Materials, Steel
TACT, 8.62, Technology, Computer Hardware
TAST, 6.88, Consumer Cyclical, Restaurants
TCDA, 7.40, Healthcare, Drug Manufacturers—Specialty & Generic
TELL, 3.3900, Energy, Oil & Gas E&P
TLMD, 7.94, Healthcare, Medical Care Facilities
TLSA, 4.0800, Healthcare, Biotechnology
TNAV, 4.7800, Technology, Software—Application
TOUR, 2.8000, Consumer Cyclical, Travel Services
TRIB, 5.86, Healthcare, Diagnostics & Research
TRST, 6.55, Financial Services, Banks—Regional
TRUE, 5.00, Communication Services, Internet Content & Information
TRVG, 2.6600, Communication Services, Internet Content & Information
TRVN, 2.6600, Healthcare, Biotechnology
TTNP, 3.7500, Healthcare, Biotechnology
TTOO, 3.2500, Healthcare, Diagnostics & Research
TURN, 6.90, Financial Services, Asset Management
TUSK, 4.5100, Energy, Oil & Gas Equipment & Services
TWIN, 8.60, Industrials, Specialty Industrial Machinery
TXMD, 2.2370, Healthcare, Drug Manufacturers—Specialty & Generic
TYME, 2.4700, Healthcare, Biotechnology
UBX, 8.10, Healthcare, Biotechnology
UEPS, 4.6835, Technology, Software—Infrastructure
UIHC, 5.59, Financial Services, Insurance—Property & Casualty
ULBI, 6.61, Industrials, Specialty Industrial Machinery
USAT, 9.78, Technology, Software—Infrastructure
UTSI, 2.0600, Technology, Communication Equipment
UXIN, 1.4700, Communication Services, Internet Content & Information
VBIV, 3.8951, Healthcare, Biotechnology
VBLT, 2.5000, Healthcare, Biotechnology
VCNX, 3.1600, Healthcare, Biotechnology
VEON, 1.6900, Communication Services, Telecom Services
VKTX, 9.67, Healthcare, Biotechnology
VRA, 9.08, Consumer Cyclical, Footwear & Accessories
VRAY, 5.10, Healthcare, Medical Devices
VRNA, 8.62, Healthcare, Biotechnology
VSTM, 2.3800, Healthcare, Biotechnology
VTNR, 2.0750, Energy, Oil & Gas Refining & Marketing
VXRT, 8.12, Healthcare, Biotechnology
VYGR, 7.55, Healthcare, Biotechnology
WATT, 3.9800, Technology, Scientific & Technical Instruments
WETF, 5.49, Financial Services, Asset Management
WNEB, 7.16, Financial Services, Banks—Regional
WTRH, 4.0300, Technology, Software—Application
WWR, 9.42, Basic Materials, Other Industrial Metals & Mining
XAIR, 6.50, Healthcare, Medical Devices
XERS, 7.34, Healthcare, Biotechnology
XNET, 5.87, Communication Services, Advertising Agencies
XSPA, 2.1983, Consumer Cyclical, Personal Services
YRCW, 5.46, Industrials, Trucking
ZAGG, 4.2600, Consumer Cyclical, Specialty Retail
ZIOP, 5.22, Healthcare, Biotechnology
ZIXI, 9.84, Technology, Software—Infrastructure
ZVO, 5.63, Consumer Defensive, Education & Training Services
ZYNE, 5.38, Healthcare, Drug Manufacturers—Specialty & Generic
