Ticker, Price, Sector, Industry
FLDM, 7.16, Healthcare, Diagnostics & Research
GENE, 4.51, Healthcare, Diagnostics & Research
HTGM, 6.68, Healthcare, Diagnostics & Research
OPK, 5.40, Healthcare, Diagnostics & Research
QTNT, 5.24, Healthcare, Diagnostics & Research
SLNO, 2.7100, Healthcare, Diagnostics & Research
TRIB, 5.86, Healthcare, Diagnostics & Research
TTOO, 3.2500, Healthcare, Diagnostics & Research
ACRX, 2.3500, Healthcare, Drug Manufacturers—Specialty & Generic
ADMP, 1.3000, Healthcare, Drug Manufacturers—Specialty & Generic
ADMS, 6.00, Healthcare, Drug Manufacturers—Specialty & Generic
AGRX, 3.0000, Healthcare, Drug Manufacturers—Specialty & Generic
ASRT, 0.8797, Healthcare, Drug Manufacturers—Specialty & Generic
AVDL, 8.95, Healthcare, Drug Manufacturers—Specialty & Generic
DRRX, 2.5300, Healthcare, Drug Manufacturers—Specialty & Generic
ENDP, 8.95, Healthcare, Drug Manufacturers—Specialty & Generic
EOLS, 6.99, Healthcare, Drug Manufacturers—Specialty & Generic
EVOK, 3.0500, Healthcare, Drug Manufacturers—Specialty & Generic
HROW, 9.97, Healthcare, Drug Manufacturers—Specialty & Generic
HUGE, 2.2500, Healthcare, Drug Manufacturers—Specialty & Generic
KIN, 5.18, Healthcare, Drug Manufacturers—Specialty & Generic
KMDA, 7.44, Healthcare, Drug Manufacturers—Specialty & Generic
NEOS, 0.9345, Healthcare, Drug Manufacturers—Specialty & Generic
NEPT, 2.3400, Healthcare, Drug Manufacturers—Specialty & Generic
OGI, 2.5400, Healthcare, Drug Manufacturers—Specialty & Generic
RDHL, 9.32, Healthcare, Drug Manufacturers—Specialty & Generic
REPH, 3.7300, Healthcare, Drug Manufacturers—Specialty & Generic
RMTI, 1.4400, Healthcare, Drug Manufacturers—Specialty & Generic
SCYX, 9.34, Healthcare, Drug Manufacturers—Specialty & Generic
SLDB, 8.00, Healthcare, Drug Manufacturers—Specialty & Generic
SNDL, 1.1500, Healthcare, Drug Manufacturers—Specialty & Generic
TCDA, 7.40, Healthcare, Drug Manufacturers—Specialty & Generic
TXMD, 2.2370, Healthcare, Drug Manufacturers—Specialty & Generic
ZYNE, 5.38, Healthcare, Drug Manufacturers—Specialty & Generic
HMHC, 5.74, Consumer Defensive, Education & Training Services
LINC, 6.30, Consumer Defensive, Education & Training Services
REDU, 6.00, Consumer Defensive, Education & Training Services
ZVO, 5.63, Consumer Defensive, Education & Training Services
CBAT, 7.78, Industrials, Electrical Equipment & Parts
OPTT, 4.9200, Industrials, Electrical Equipment & Parts
RFIL, 6.15, Industrials, Electrical Equipment & Parts
KOPN, 7.87, Technology, Electronic Components
REFR, 5.3900, Technology, Electronic Components
RELL, 6.07, Technology, Electronic Components
SMTX, 5.87, Technology, Electronic Components
GLUU, 9.36, Communication Services, Electronic Gaming & Multimedia
RNWK, 3.0250, Communication Services, Electronic Gaming & Multimedia
ENG, 7.25, Industrials, Engineering & Construction
RCMT, 2.9900, Industrials, Engineering & Construction
GNUS, 1.9600, Communication Services, Entertainment
LIVX, 4.4440, Communication Services, Entertainment
RDI, 6.26, Communication Services, Entertainment
MNTX, 6.22, Industrials, Farm & Heavy Construction Machinery
AGFS, 2.2800, Consumer Defensive, Farm Products
AQB, 9.78, Consumer Defensive, Farm Products
SANW, 3.6500, Consumer Defensive, Farm Products
VRA, 9.08, Consumer Cyclical, Footwear & Accessories
GMBL, 8.41, Consumer Cyclical, Gambling
KERN, 7.80, Healthcare, Health Information Services
NH, 4.6300, Healthcare, Health Information Services
HBP, 4.0000, Industrials, Industrial Distribution
HWCC, 3.8800, Industrials, Industrial Distribution
AVCT, 8.37, Technology, Information Technology Services
CNDT, 5.20, Technology, Information Technology Services
CTG, 6.67, Technology, Information Technology Services
INOD, 6.70, Technology, Information Technology Services
FNHC, 6.25, Financial Services, Insurance—Property & Casualty
HALL, 4.3300, Financial Services, Insurance—Property & Casualty
UIHC, 5.59, Financial Services, Insurance—Property & Casualty
GLRE, 7.86, Financial Services, Insurance—Reinsurance
MHLD, 2.5000, Financial Services, Insurance—Reinsurance
AUTO, 3.3200, Communication Services, Internet Content & Information
GAIA, 9.82, Communication Services, Internet Content & Information
LTRPA, 5.09, Communication Services, Internet Content & Information
MARK, 4.4600, Communication Services, Internet Content & Information
QTT, 3.8100, Communication Services, Internet Content & Information
TRUE, 5.00, Communication Services, Internet Content & Information
TRVG, 2.6600, Communication Services, Internet Content & Information
UXIN, 1.4700, Communication Services, Internet Content & Information
NHTC, 6.62, Consumer Cyclical, Internet Retail
SECO, 2.8400, Consumer Cyclical, Internet Retail
SFT, 8.31, Consumer Cyclical, Internet Retail
CPLP, 9.92, Industrials, Marine Shipping
GASS, 2.7700, Industrials, Marine Shipping
GOGL, 5.10, Industrials, Marine Shipping
TLMD, 7.94, Healthcare, Medical Care Facilities
BSGM, 5.09, Healthcare, Medical Devices
EDAP, 8.64, Healthcare, Medical Devices
SIEN, 5.98, Healthcare, Medical Devices
SRGA, 2.9073, Healthcare, Medical Devices
VRAY, 5.10, Healthcare, Medical Devices
XAIR, 6.50, Healthcare, Medical Devices
ATRS, 4.7400, Healthcare, Medical Instruments & Supplies
HBIO, 4.93, Healthcare, Medical Instruments & Supplies
KRMD, 4.3700, Healthcare, Medical Instruments & Supplies
ATAX, 4.6000, Financial Services, Mortgage Finance
MRCC, 8.77, Financial Services, Mortgage Finance
PTEN, 6.31, Energy, Oil & Gas Drilling
AXAS, 3.6250, Energy, Oil & Gas E&P
BRY, 4.3600, Energy, Oil & Gas E&P
CDEV, 3.4500, Energy, Oil & Gas E&P
CLMT, 3.9000, Energy, Oil & Gas E&P
FLMN, 3.7400, Energy, Oil & Gas E&P
TELL, 3.3900, Energy, Oil & Gas E&P
CCLP, 1.6900, Energy, Oil & Gas Equipment & Services
GEOS, 9.05, Energy, Oil & Gas Equipment & Services
GIFI, 4.0600, Energy, Oil & Gas Equipment & Services
SND, 2.0700, Energy, Oil & Gas Equipment & Services
TUSK, 4.5100, Energy, Oil & Gas Equipment & Services
BKEP, 2.0900, Energy, Oil & Gas Midstream
GMLP, 3.4600, Energy, Oil & Gas Midstream
MMLP, 1.9100, Energy, Oil & Gas Midstream
PAA, 9.05, Energy, Oil & Gas Midstream
PAGP, 9.15, Energy, Oil & Gas Midstream
ALTO, 7.90, Energy, Oil & Gas Refining & Marketing
AMTX, 7.59, Energy, Oil & Gas Refining & Marketing
VTNR, 2.0750, Energy, Oil & Gas Refining & Marketing
GSM, 3.4500, Basic Materials, Other Industrial Metals & Mining
WWR, 9.42, Basic Materials, Other Industrial Metals & Mining
DTEA, 5.0200, Consumer Defensive, Packaged Foods
LFVN, 9.68, Consumer Defensive, Packaged Foods
XSPA, 2.1983, Consumer Cyclical, Personal Services
CECE, 7.19, Industrials, Pollution & Treatment Controls
CLIR, 4.5300, Industrials, Pollution & Treatment Controls
FTEK, 5.39, Industrials, Pollution & Treatment Controls
DHC, 4.4600, Real Estate, REIT—Healthcare Facilities
NYMT, 4.0300, Real Estate, REIT—Mortgage
RAIL, 4.2300, Industrials, Railroads
NMRK, 8.05, Real Estate, Real Estate Services
GFN, 8.60, Industrials, Rental & Leasing Services
CNTY, 8.63, Consumer Cyclical, Resorts & Casinos
PLYA, 6.29, Consumer Cyclical, Resorts & Casinos
GTIM, 3.6400, Consumer Cyclical, Restaurants
NDLS, 8.90, Consumer Cyclical, Restaurants
PBPB, 5.26, Consumer Cyclical, Restaurants
RAVE, 1.2500, Consumer Cyclical, Restaurants
TAST, 6.88, Consumer Cyclical, Restaurants
GNSS, 7.90, Technology, Scientific & Technical Instruments
MIND, 2.2700, Technology, Scientific & Technical Instruments
WATT, 3.9800, Technology, Scientific & Technical Instruments
DGLY, 2.7100, Industrials, Security & Protection Services
MAGS, 5.30, Industrials, Security & Protection Services
NXTD, 1.6300, Industrials, Security & Protection Services
ASYS, 7.96, Technology, Semiconductor Equipment & Materials
EMKR, 6.17, Technology, Semiconductors
GSIT, 7.37, Technology, Semiconductors
PXLW, 3.4900, Technology, Semiconductors
QUIK, 4.2700, Technology, Semiconductors
RESN, 7.55, Technology, Semiconductors
ASUR, 9.15, Technology, Software—Application
AWRE, 4.99, Technology, Software—Application
BSQR, 4.26, Technology, Software—Application
EIGI, 9.48, Technology, Software—Application
FTFT, 6.12, Technology, Software—Application
GSUM, 1.8500, Technology, Software—Application
IDEX, 5.05, Technology, Software—Application
JG, 5.72, Technology, Software—Application
NTWK, 4.5000, Technology, Software—Application
PCYG, 7.50, Technology, Software—Application
RMNI, 8.05, Technology, Software—Application
SEAC, 1.3400, Technology, Software—Application
SMSI, 7.99, Technology, Software—Application
SNCR, 4.83, Technology, Software—Application
SPRT, 2.4900, Technology, Software—Application
SREV, 1.6900, Technology, Software—Application
TNAV, 4.7800, Technology, Software—Application
WTRH, 4.0300, Technology, Software—Application
GSKY, 5.99, Technology, Software—Infrastructure
LLNW, 4.5200, Technology, Software—Infrastructure
OPRA, 9.34, Technology, Software—Infrastructure
SYNC, 2.0900, Technology, Software—Infrastructure
UEPS, 4.6835, Technology, Software—Infrastructure
USAT, 9.78, Technology, Software—Infrastructure
ZIXI, 9.84, Technology, Software—Infrastructure
ACTG, 7.16, Industrials, Specialty Business Services
OMEX, 7.95, Industrials, Specialty Business Services
PAYS, 5.21, Industrials, Specialty Business Services
PFMT, 1.1900, Industrials, Specialty Business Services
PFSW, 7.46, Industrials, Specialty Business Services
PRGX, 7.54, Industrials, Specialty Business Services
HDSN, 1.5900, Basic Materials, Specialty Chemicals
TWIN, 8.60, Industrials, Specialty Industrial Machinery
ULBI, 6.61, Industrials, Specialty Industrial Machinery
ZAGG, 4.2600, Consumer Cyclical, Specialty Retail
CCRN, 9.43, Industrials, Staffing & Employment Services
SYNL, 8.11, Basic Materials, Steel
ALSK, 3.2800, Communication Services, Telecom Services
ANTE, 3.5000, Communication Services, Telecom Services
CNSL, 5.96, Communication Services, Telecom Services
ORBC, 8.55, Communication Services, Telecom Services
RBBN, 9.07, Communication Services, Telecom Services
SIFY, 2.9800, Communication Services, Telecom Services
VEON, 1.6900, Communication Services, Telecom Services
CRWS, 8.00, Consumer Cyclical, Textile Manufacturing
DXYN, 4.4000, Consumer Cyclical, Textile Manufacturing
ARLP, 6.31, Energy, Thermal Coal
TOUR, 2.8000, Consumer Cyclical, Travel Services
DSKE, 5.65, Industrials, Trucking
YRCW, 5.46, Industrials, Trucking
OEG, 8.84, Utilities, Utilities—Diversified
PICO, 9.05, Utilities, Utilities—Regulated Water
AQMS, 6.08, Industrials, Waste Management
