Ticker, Price, Sector, Industry
DRRX, 2.5300, Healthcare, Drug Manufacturers—Specialty & Generic
DVAX, 9.73, Healthcare, Biotechnology
DYAI, 6.06, Healthcare, Biotechnology
EDAP, 8.64, Healthcare, Medical Devices
ENDP, 8.95, Healthcare, Drug Manufacturers—Specialty & Generic
EOLS, 6.99, Healthcare, Drug Manufacturers—Specialty & Generic
EVFM, 3.4800, Healthcare, Biotechnology
EVGN, 8.32, Healthcare, Biotechnology
EVOK, 3.0500, Healthcare, Drug Manufacturers—Specialty & Generic
EYEN, 6.54, Healthcare, Biotechnology
FENC, 8.19, Healthcare, Biotechnology
FLDM, 7.16, Healthcare, Diagnostics & Research
GALT, 2.3600, Healthcare, Biotechnology
GENE, 4.51, Healthcare, Diagnostics & Research
GERN, 2.0000, Healthcare, Biotechnology
GLMD, 4.6300, Healthcare, Biotechnology
GLYC, 4.0900, Healthcare, Biotechnology
GNCA, 3.2500, Healthcare, Biotechnology
GNPX, 6.43, Healthcare, Biotechnology
HBIO, 4.93, Healthcare, Medical Instruments & Supplies
HEPA, 2.3700, Healthcare, Biotechnology
HROW, 9.97, Healthcare, Drug Manufacturers—Specialty & Generic
HTGM, 6.68, Healthcare, Diagnostics & Research
HUGE, 2.2500, Healthcare, Drug Manufacturers—Specialty & Generic
IDRA, 5.39, Healthcare, Biotechnology
IFRX, 5.82, Healthcare, Biotechnology
IMGN, 7.80, Healthcare, Biotechnology
IMV, 4.4200, Healthcare, Biotechnology
INFI, 4.44, Healthcare, Biotechnology
ISEE, 5.66, Healthcare, Biotechnology
JAGX, 2.7700, Healthcare, Biotechnology
KALA, 9.92, Healthcare, Biotechnology
KDMN, 5.32, Healthcare, Biotechnology
KERN, 7.80, Healthcare, Health Information Services
KIN, 5.18, Healthcare, Drug Manufacturers—Specialty & Generic
KMDA, 7.44, Healthcare, Drug Manufacturers—Specialty & Generic
KMPH, 8.00, Healthcare, Biotechnology
KRMD, 4.3700, Healthcare, Medical Instruments & Supplies
KZR, 5.35, Healthcare, Biotechnology
LJPC, 7.19, Healthcare, Biotechnology
LPCN, 1.9000, Healthcare, Biotechnology
LQDA, 3.2200, Healthcare, Biotechnology
LXRX, 8.75, Healthcare, Biotechnology
MACK, 7.46, Healthcare, Biotechnology
MBIO, 4.7000, Healthcare, Biotechnology
MEIP, 3.8600, Healthcare, Biotechnology
MESO, 9.88, Healthcare, Biotechnology
MGTA, 9.83, Healthcare, Biotechnology
MIST, 8.25, Healthcare, Biotechnology
MLND, 2.3500, Healthcare, Biotechnology
MNKD, 5.03, Healthcare, Biotechnology
MNOV, 6.60, Healthcare, Biotechnology
MRKR, 2.2700, Healthcare, Biotechnology
NBRV, 2.9900, Healthcare, Biotechnology
NEOS, 0.9345, Healthcare, Drug Manufacturers—Specialty & Generic
NEPT, 2.3400, Healthcare, Drug Manufacturers—Specialty & Generic
NERV, 3.4000, Healthcare, Biotechnology
NH, 4.6300, Healthcare, Health Information Services
NMTR, 1.8100, Healthcare, Biotechnology
NTEC, 5.12, Healthcare, Biotechnology
NYMX, 3.0300, Healthcare, Biotechnology
OBSV, 3.9000, Healthcare, Biotechnology
OGI, 2.5400, Healthcare, Drug Manufacturers—Specialty & Generic
OPK, 5.40, Healthcare, Diagnostics & Research
ORTX, 7.74, Healthcare, Biotechnology
OTIC, 5.57, Healthcare, Biotechnology
OVID, 3.2470, Healthcare, Biotechnology
PGEN, 8.16, Healthcare, Biotechnology
PHAS, 4.3500, Healthcare, Biotechnology
PIRS, 2.8800, Healthcare, Biotechnology
PROG, 6.01, Healthcare, Biotechnology
PRQR, 5.07, Healthcare, Biotechnology
PRTK, 8.05, Healthcare, Biotechnology
PSTI, 6.99, Healthcare, Biotechnology
PSTX, 9.28, Healthcare, Biotechnology
PTE, 1.2300, Healthcare, Biotechnology
QLGN, 4.1400, Healthcare, Biotechnology
QTNT, 5.24, Healthcare, Diagnostics & Research
RDHL, 9.32, Healthcare, Drug Manufacturers—Specialty & Generic
REPH, 3.7300, Healthcare, Drug Manufacturers—Specialty & Generic
RGLS, 1.6000, Healthcare, Biotechnology
RIGL, 4.8000, Healthcare, Biotechnology
RMTI, 1.4400, Healthcare, Drug Manufacturers—Specialty & Generic
SBBP, 3.1000, Healthcare, Biotechnology
SCYX, 9.34, Healthcare, Drug Manufacturers—Specialty & Generic
SELB, 5.1400, Healthcare, Biotechnology
SESN, 2.4100, Healthcare, Biotechnology
SIEN, 5.98, Healthcare, Medical Devices
SIGA, 6.83, Healthcare, Biotechnology
SLDB, 8.00, Healthcare, Drug Manufacturers—Specialty & Generic
SLNO, 2.7100, Healthcare, Diagnostics & Research
SMMT, 9.41, Healthcare, Biotechnology
SNDL, 1.1500, Healthcare, Drug Manufacturers—Specialty & Generic
SNSS, 3.0700, Healthcare, Biotechnology
SPPI, 3.9700, Healthcare, Biotechnology
SRGA, 2.9073, Healthcare, Medical Devices
SVRA, 2.0000, Healthcare, Biotechnology
SYBX, 4.2400, Healthcare, Biotechnology
TCDA, 7.40, Healthcare, Drug Manufacturers—Specialty & Generic
TLMD, 7.94, Healthcare, Medical Care Facilities
TLSA, 4.0800, Healthcare, Biotechnology
TRIB, 5.86, Healthcare, Diagnostics & Research
TRVN, 2.6600, Healthcare, Biotechnology
TTNP, 3.7500, Healthcare, Biotechnology
TTOO, 3.2500, Healthcare, Diagnostics & Research
TXMD, 2.2370, Healthcare, Drug Manufacturers—Specialty & Generic
TYME, 2.4700, Healthcare, Biotechnology
UBX, 8.10, Healthcare, Biotechnology
VBIV, 3.8951, Healthcare, Biotechnology
VBLT, 2.5000, Healthcare, Biotechnology
VCNX, 3.1600, Healthcare, Biotechnology
VKTX, 9.67, Healthcare, Biotechnology
VRAY, 5.10, Healthcare, Medical Devices
VRNA, 8.62, Healthcare, Biotechnology
VSTM, 2.3800, Healthcare, Biotechnology
VXRT, 8.12, Healthcare, Biotechnology
VYGR, 7.55, Healthcare, Biotechnology
XAIR, 6.50, Healthcare, Medical Devices
XERS, 7.34, Healthcare, Biotechnology
ZIOP, 5.22, Healthcare, Biotechnology
ZYNE, 5.38, Healthcare, Drug Manufacturers—Specialty & Generic
ACTG, 7.16, Industrials, Specialty Business Services
AQMS, 6.08, Industrials, Waste Management
CBAT, 7.78, Industrials, Electrical Equipment & Parts
CCRN, 9.43, Industrials, Staffing & Employment Services
CECE, 7.19, Industrials, Pollution & Treatment Controls
CLIR, 4.5300, Industrials, Pollution & Treatment Controls
CPLP, 9.92, Industrials, Marine Shipping
CRESY, 5.12, Industrials, Conglomerates
DGLY, 2.7100, Industrials, Security & Protection Services
DSKE, 5.65, Industrials, Trucking
ENG, 7.25, Industrials, Engineering & Construction
FTEK, 5.39, Industrials, Pollution & Treatment Controls
GASS, 2.7700, Industrials, Marine Shipping
GFN, 8.60, Industrials, Rental & Leasing Services
GOGL, 5.10, Industrials, Marine Shipping
HBP, 4.0000, Industrials, Industrial Distribution
HWCC, 3.8800, Industrials, Industrial Distribution
IVAC, 6.79, Industrials, Aerospace & Defense
MAGS, 5.30, Industrials, Security & Protection Services
MESA, 7.11, Industrials, Airlines
MNTX, 6.22, Industrials, Farm & Heavy Construction Machinery
NNBR, 7.09, Industrials, Conglomerates
NXTD, 1.6300, Industrials, Security & Protection Services
OMEX, 7.95, Industrials, Specialty Business Services
OPTT, 4.9200, Industrials, Electrical Equipment & Parts
PAYS, 5.21, Industrials, Specialty Business Services
PFMT, 1.1900, Industrials, Specialty Business Services
PFSW, 7.46, Industrials, Specialty Business Services
PRGX, 7.54, Industrials, Specialty Business Services
RAIL, 4.2300, Industrials, Railroads
RCMT, 2.9900, Industrials, Engineering & Construction
RFIL, 6.15, Industrials, Electrical Equipment & Parts
STCN, 1.9300, Industrials, Conglomerates
TWIN, 8.60, Industrials, Specialty Industrial Machinery
ULBI, 6.61, Industrials, Specialty Industrial Machinery
YRCW, 5.46, Industrials, Trucking
DHC, 4.4600, Real Estate, REIT—Healthcare Facilities
NMRK, 8.05, Real Estate, Real Estate Services
NYMT, 4.0300, Real Estate, REIT—Mortgage
ASUR, 9.15, Technology, Software—Application
ASYS, 7.96, Technology, Semiconductor Equipment & Materials
AVCT, 8.37, Technology, Information Technology Services
AWRE, 4.99, Technology, Software—Application
BSQR, 4.26, Technology, Software—Application
CAN, 6.91, Technology, Computer Hardware
CASA, 8.34, Technology, Communication Equipment
CNDT, 5.20, Technology, Information Technology Services
CRNT, 4.83, Technology, Communication Equipment
CTG, 6.67, Technology, Information Technology Services
DAKT, 5.28, Technology, Computer Hardware
EIGI, 9.48, Technology, Software—Application
EMKR, 6.17, Technology, Semiconductors
EXTR, 9.35, Technology, Communication Equipment
FTFT, 6.12, Technology, Software—Application
GNSS, 7.90, Technology, Scientific & Technical Instruments
GPRO, 8.53, Technology, Consumer Electronics
GSIT, 7.37, Technology, Semiconductors
GSKY, 5.99, Technology, Software—Infrastructure
GSUM, 1.8500, Technology, Software—Application
HLIT, 7.67, Technology, Communication Equipment
IDEX, 5.05, Technology, Software—Application
INOD, 6.70, Technology, Information Technology Services
INVE, 9.81, Technology, Computer Hardware
ITI, 6.00, Technology, Communication Equipment
JG, 5.72, Technology, Software—Application
KOPN, 7.87, Technology, Electronic Components
KTCC, 9.38, Technology, Computer Hardware
LLNW, 4.5200, Technology, Software—Infrastructure
MIND, 2.2700, Technology, Scientific & Technical Instruments
NTWK, 4.5000, Technology, Software—Application
OPRA, 9.34, Technology, Software—Infrastructure
PCTI, 8.41, Technology, Communication Equipment
PCYG, 7.50, Technology, Software—Application
PWFL, 7.98, Technology, Communication Equipment
PXLW, 3.4900, Technology, Semiconductors
QMCO, 8.11, Technology, Computer Hardware
QUIK, 4.2700, Technology, Semiconductors
REFR, 5.3900, Technology, Electronic Components
RELL, 6.07, Technology, Electronic Components
RESN, 7.55, Technology, Semiconductors
RMNI, 8.05, Technology, Software—Application
SEAC, 1.3400, Technology, Software—Application
SMSI, 7.99, Technology, Software—Application
SMTX, 5.87, Technology, Electronic Components
SNCR, 4.83, Technology, Software—Application
SPRT, 2.4900, Technology, Software—Application
SREV, 1.6900, Technology, Software—Application
SYNC, 2.0900, Technology, Software—Infrastructure
TACT, 8.62, Technology, Computer Hardware
TNAV, 4.7800, Technology, Software—Application
UEPS, 4.6835, Technology, Software—Infrastructure
USAT, 9.78, Technology, Software—Infrastructure
UTSI, 2.0600, Technology, Communication Equipment
WATT, 3.9800, Technology, Scientific & Technical Instruments
WTRH, 4.0300, Technology, Software—Application
ZIXI, 9.84, Technology, Software—Infrastructure
OEG, 8.84, Utilities, Utilities—Diversified
PICO, 9.05, Utilities, Utilities—Regulated Water
