Ticker, Price, Sector, Industry
BBD, 4.8600, Financial Services, Banks—Regional
BBDO, 4.2300, Financial Services, Banks—Regional
BSBR, 7.72, Financial Services, Banks—Regional
BSMX, 5.20, Financial Services, Banks—Regional
FBP, 9.87, Financial Services, Banks—Regional
ITCB, 5.48, Financial Services, Banks—Regional
ITUB, 5.25, Financial Services, Banks—Regional
LYG, 1.9900, Financial Services, Banks—Regional
MFG, 2.8400, Financial Services, Banks—Regional
SUPV, 1.8600, Financial Services, Banks—Regional
ABEV, 2.9400, Consumer Defensive, Beverages—Brewers
ETM, 5.06, Communication Services, Broadcasting
EVC, 3.2400, Communication Services, Broadcasting
TV, 8.13, Communication Services, Broadcasting
CPAC, 8.09, Basic Materials, Building Materials
CX, 6.43, Basic Materials, Building Materials
LOMA, 5.39, Basic Materials, Building Materials
AFI, 4.4900, Industrials, Building Products & Equipment
ACCO, 8.95, Industrials, Business Equipment & Supplies
PBI, 9.23, Industrials, Business Equipment & Supplies
HKIB, 6.40, Financial Services, Capital Markets
JMP, 4.3500, Financial Services, Capital Markets
NMR, 5.67, Financial Services, Capital Markets
SRL, 8.40, Financial Services, Capital Markets
LXU, 3.9800, Basic Materials, Chemicals
RYAM, 8.73, Basic Materials, Chemicals
ZTR, 8.7, Financial, Closed-End Fund - Equity
SXC, 5.73, Basic Materials, Coking Coal
NOK, 4.3300, Technology, Communication Equipment
IRS, 4.2500, Industrials, Conglomerates
HBM, 6.07, Basic Materials, Copper
BBDC, 9.15, Financial Services, Credit Services
ELVT, 4.4000, Financial Services, Credit Services
FINV, 4.1100, Financial Services, Credit Services
JT, 3.5900, Financial Services, Credit Services
QD, 2.7200, Financial Services, Credit Services
WEI, 1.9600, Financial Services, Credit Services
XYF, 2.5000, Financial Services, Credit Services
YRD, 4.1200, Financial Services, Credit Services
CO, 4.1300, Healthcare, Diagnostics & Research
ENZ, 3.3300, Healthcare, Diagnostics & Research
AMRX, 5.17, Healthcare, Drug Manufacturers—Specialty & Generic
HEXO, 7.95, Healthcare, Drug Manufacturers—Specialty & Generic
LCI, 6.40, Healthcare, Drug Manufacturers—Specialty & Generic
BEDU, 6.64, Consumer Defensive, Education & Training Services
DL, 9.63, Consumer Defensive, Education & Training Services
FEDU, 1.8500, Consumer Defensive, Education & Training Services
LAIX, 8.1800, Consumer Defensive, Education & Training Services
NEW, 7.29, Consumer Defensive, Education & Training Services
ONE, 3.9900, Consumer Defensive, Education & Training Services
RYB, 3.6399, Consumer Defensive, Education & Training Services
STG, 2.3700, Consumer Defensive, Education & Training Services
UTI, 6.51, Consumer Defensive, Education & Training Services
BW, 6.37, Industrials, Electrical Equipment & Parts
CLS, 9.00, Technology, Electronic Components
AENZ, 2.4100, Industrials, Engineering & Construction
HIL, 2.3100, Industrials, Engineering & Construction
ORN, 5.90, Industrials, Engineering & Construction
AMC, 7.17, Communication Services, Entertainment
ESGC, 2.1000, Communication Services, Entertainment
KUKE, 9.20, Communication Services, Entertainment
TWI, 7.50, Industrials, Farm & Heavy Construction Machinery
AGRO, 8.02, Consumer Defensive, Farm Products
LND, 4.3800, Consumer Defensive, Farm Products
CSPR, 8.00, Consumer Cyclical, Furnishings, Fixtures & Appliances
AGS, 6.21, Consumer Cyclical, Gambling
AGI, 7.98, Basic Materials, Gold
AUY, 4.7900, Basic Materials, Gold
CDE, 9.19, Basic Materials, Gold
GFI, 9.14, Basic Materials, Gold
HL, 5.98, Basic Materials, Gold
HMY, 4.2700, Basic Materials, Gold
IAG, 3.4900, Basic Materials, Gold
KGC, 7.05, Basic Materials, Gold
SAND, 6.30, Basic Materials, Gold
CSLT, 1.8300, Healthcare, Health Information Services
MPLN, 8.00, Healthcare, Healthcare Plans
COTY, 7.05, Consumer Defensive, Household & Personal Products
WIT, 6.43, Technology, Information Technology Services
AEG, 4.3200, Financial Services, Insurance—Diversified
CIA, 5.81, Financial Services, Insurance—Life
GNW, 3.6100, Financial Services, Insurance—Life
HRTG, 9.32, Financial Services, Insurance—Property & Casualty
TPRE, 9.87, Financial Services, Insurance—Reinsurance
MBI, 6.59, Financial Services, Insurance—Specialty
FENG, 1.4700, Communication Services, Internet Content & Information
LEAF, 6.47, Communication Services, Internet Content & Information
SOGO, 8.32, Communication Services, Internet Content & Information
LITB, 3.2000, Consumer Cyclical, Internet Retail
MOGU, 3.4700, Consumer Cyclical, Internet Retail
DS, 2.4400, Consumer Cyclical, Leisure
DVD, 2.1400, Consumer Cyclical, Leisure
RLH, 3.4200, Consumer Cyclical, Lodging
ASC, 3.6000, Industrials, Marine Shipping
CMRE, 8.55, Industrials, Marine Shipping
DSX, 2.6400, Industrials, Marine Shipping
GNK, 8.06, Industrials, Marine Shipping
NAT, 3.2100, Industrials, Marine Shipping
NM, 4.8000, Industrials, Marine Shipping
SB, 2.1800, Industrials, Marine Shipping
SFL, 6.84, Industrials, Marine Shipping
SMHI, 3.4300, Industrials, Marine Shipping
BKD, 5.50, Healthcare, Medical Care Facilities
CCM, 4.5000, Healthcare, Medical Care Facilities
CYH, 9.32, Healthcare, Medical Care Facilities
GEN, 0.7549, Healthcare, Medical Care Facilities
NFH, 8.90, Healthcare, Medical Care Facilities
AP, 7.52, Industrials, Metal Fabrication
CNF, 3.4300, Financial Services, Mortgage Finance
VEL, 7.38, Financial Services, Mortgage Finance
BORR, 0.9960, Energy, Oil & Gas Drilling
ICD, 4.1400, Energy, Oil & Gas Drilling
RIG, 3.5400, Energy, Oil & Gas Drilling
AMPY, 2.6100, Energy, Oil & Gas E&P
AR, 7.42, Energy, Oil & Gas E&P
BSM, 9.73, Energy, Oil & Gas E&P
CPG, 3.1900, Energy, Oil & Gas E&P
CRK, 5.0000, Energy, Oil & Gas E&P
CRT, 8.15, Energy, Oil & Gas E&P
EGY, 2.9700, Energy, Oil & Gas E&P
ERF, 3.7800, Energy, Oil & Gas E&P
ESTE, 6.09, Energy, Oil & Gas E&P
KOS, 2.5800, Energy, Oil & Gas E&P
KRP, 8.82, Energy, Oil & Gas E&P
MGY, 9.85, Energy, Oil & Gas E&P
MRO, 7.93, Energy, Oil & Gas E&P
MTR, 4.7800, Energy, Oil & Gas E&P
MVO, 3.9499, Energy, Oil & Gas E&P
PBT, 3.8100, Energy, Oil & Gas E&P
PHX, 3.1400, Energy, Oil & Gas E&P
PRT, 3.1000, Energy, Oil & Gas E&P
PVL, 1.1800, Energy, Oil & Gas E&P
QEP, 3.3000, Energy, Oil & Gas E&P
RRC, 9.55, Energy, Oil & Gas E&P
SBOW, 6.46, Energy, Oil & Gas E&P
SD, 4.8800, Energy, Oil & Gas E&P
SJT, 3.8000, Energy, Oil & Gas E&P
SWN, 4.1400, Energy, Oil & Gas E&P
TALO, 9.35, Energy, Oil & Gas E&P
VET, 5.0200, Energy, Oil & Gas E&P
VIST, 2.7000, Energy, Oil & Gas E&P
VOC, 2.7100, Energy, Oil & Gas E&P
WTI, 2.7200, Energy, Oil & Gas E&P
AROC, 9.51, Energy, Oil & Gas Equipment & Services
CELP, 2.9300, Energy, Oil & Gas Equipment & Services
DNOW, 9.76, Energy, Oil & Gas Equipment & Services
EXTN, 4.8600, Energy, Oil & Gas Equipment & Services
FI, 3.2400, Energy, Oil & Gas Equipment & Services
FTK, 2.1100, Energy, Oil & Gas Equipment & Services
HLX, 4.7500, Energy, Oil & Gas Equipment & Services
IO, 2.9700, Energy, Oil & Gas Equipment & Services
MRC, 9.83, Energy, Oil & Gas Equipment & Services
NEX, 3.8500, Energy, Oil & Gas Equipment & Services
NGS, 9.33, Energy, Oil & Gas Equipment & Services
NINE, 2.9200, Energy, Oil & Gas Equipment & Services
NOA, 9.23, Energy, Oil & Gas Equipment & Services
NR, 2.8000, Energy, Oil & Gas Equipment & Services
NRT, 4.1000, Energy, Oil & Gas Equipment & Services
OII, 9.85, Energy, Oil & Gas Equipment & Services
OIS, 6.42, Energy, Oil & Gas Equipment & Services
PUMP, 9.41, Energy, Oil & Gas Equipment & Services
RES, 5.01, Energy, Oil & Gas Equipment & Services
RNGR, 5.14, Energy, Oil & Gas Equipment & Services
SLCA, 9.49, Energy, Oil & Gas Equipment & Services
TTI, 2.2000, Energy, Oil & Gas Equipment & Services
WTTR, 6.09, Energy, Oil & Gas Equipment & Services
CVE, 6.43, Energy, Oil & Gas Integrated
YPF, 4.2900, Energy, Oil & Gas Integrated
AM, 8.01, Energy, Oil & Gas Midstream
DHT, 5.70, Energy, Oil & Gas Midstream
DLNG, 2.8500, Energy, Oil & Gas Midstream
DSSI, 7.48, Energy, Oil & Gas Midstream
ENBL, 5.75, Energy, Oil & Gas Midstream
ENLC, 4.1700, Energy, Oil & Gas Midstream
ET, 6.70, Energy, Oil & Gas Midstream
ETRN, 7.08, Energy, Oil & Gas Midstream
EURN, 8.31, Energy, Oil & Gas Midstream
FLNG, 8.30, Energy, Oil & Gas Midstream
FRO, 6.49, Energy, Oil & Gas Midstream
GEL, 6.42, Energy, Oil & Gas Midstream
GLOG, 4.5000, Energy, Oil & Gas Midstream
GLOP, 3.4500, Energy, Oil & Gas Midstream
NNA, 3.6600, Energy, Oil & Gas Midstream
NVGS, 9.45, Energy, Oil & Gas Midstream
OSG, 2.1600, Energy, Oil & Gas Midstream
SGU, 9.87, Energy, Oil & Gas Midstream
TGS, 5.09, Energy, Oil & Gas Midstream
TK, 2.7300, Energy, Oil & Gas Midstream
TNP, 8.87, Energy, Oil & Gas Midstream
BPT, 3.5900, Energy, Oil & Gas Refining & Marketing
NGL, 2.7200, Energy, Oil & Gas Refining & Marketing
PBF, 9.55, Energy, Oil & Gas Refining & Marketing
UGP, 4.4000, Energy, Oil & Gas Refining & Marketing
NEXA, 9.64, Basic Materials, Other Industrial Metals & Mining
VEDL, 9.70, Basic Materials, Other Industrial Metals & Mining
MUX, 1.1600, Basic Materials, Other Precious Metals & Mining
BRFS, 4.2000, Consumer Defensive, Packaged Foods
RFP, 8.11, Basic Materials, Paper & Paper Products
STON, 3.1300, Consumer Cyclical, Personal Services
AHC, 2.4500, Communication Services, Publishing
GCI, 4.7500, Communication Services, Publishing
LEE, 1.9000, Communication Services, Publishing
PSO, 9.86, Communication Services, Publishing
CLNC, 8.50, Real Estate, REIT—Diversified
CLNY, 5.39, Real Estate, REIT—Diversified
CLPR, 7.42, Real Estate, REIT—Diversified
ESRT, 9.90, Real Estate, REIT—Diversified
GEO, 8.68, Real Estate, REIT—Healthcare Facilities
AHT, 3.0000, Real Estate, REIT—Hotel & Motel
BHR, 5.40, Real Estate, REIT—Hotel & Motel
CPLG, 7.82, Real Estate, REIT—Hotel & Motel
DRH, 9.01, Real Estate, REIT—Hotel & Motel
HT, 8.20, Real Estate, REIT—Hotel & Motel
INN, 9.06, Real Estate, REIT—Hotel & Motel
AAIC, 3.7000, Real Estate, REIT—Mortgage
ANH, 2.6800, Real Estate, REIT—Mortgage
CHMI, 9.33, Real Estate, REIT—Mortgage
CMO, 5.69, Real Estate, REIT—Mortgage
GPMT, 9.95, Real Estate, REIT—Mortgage
IVR, 3.8300, Real Estate, REIT—Mortgage
LFT, 3.2300, Real Estate, REIT—Mortgage
MFA, 3.9200, Real Estate, REIT—Mortgage
MITT, 3.6000, Real Estate, REIT—Mortgage
NLY, 8.47, Real Estate, REIT—Mortgage
ORC, 5.39, Real Estate, REIT—Mortgage
RWT, 9.44, Real Estate, REIT—Mortgage
TWO, 6.27, Real Estate, REIT—Mortgage
WMC, 3.0800, Real Estate, REIT—Mortgage
XAN, 3.9400, Real Estate, REIT—Mortgage
NYC, 9.99, Real Estate, REIT—Office
PGRE, 9.08, Real Estate, REIT—Office
AIV, 4.8700, Real Estate, REIT—Residential
APTS, 7.67, Real Estate, REIT—Residential
SNR, 5.72, Real Estate, REIT—Residential
RPAI, 9.64, Real Estate, REIT—Retail
RPT, 9.70, Real Estate, REIT—Retail
WSR, 8.35, Real Estate, REIT—Retail
CXW, 7.29, Real Estate, REIT—Specialty
USDP, 5.52, Industrials, Railroads
AXR, 9.02, Real Estate, Real Estate Services
DNK, 3.0600, Real Estate, Real Estate Services
LEJU, 3.2300, Real Estate, Real Estate Services
NTP, 8.87, Real Estate, Real Estate Services
ARL, 9.44, Real Estate, Real Estate—Development
FPH, 6.75, Real Estate, Real Estate—Development
XIN, 2.3800, Real Estate, Real Estate—Development
ALTG, 9.97, Industrials, Rental & Leasing Services
NSCO, 8.09, Industrials, Rental & Leasing Services
NWHM, 5.53, Consumer Cyclical, Residential Construction
BXG, 7.85, Consumer Cyclical, Resorts & Casinos
ARCO, 5.38, Consumer Cyclical, Restaurants
JAX, 7.62, Consumer Cyclical, Restaurants
LUB, 3.1600, Consumer Cyclical, Restaurants
ADT, 9.38, Industrials, Security & Protection Services
ARLO, 8.52, Industrials, Security & Protection Services
MG, 7.76, Industrials, Security & Protection Services
NL, 4.8200, Industrials, Security & Protection Services
ASX, 7.60, Technology, Semiconductors
SQNS, 8.86, Technology, Semiconductors
UMC, 9.53, Technology, Semiconductors
EXK, 4.9300, Basic Materials, Silver
FSM, 7.48, Basic Materials, Silver
CMCM, 4.2300, Technology, Software—Application
CTK, 3.4600, Technology, Software—Application
LINX, 6.95, Technology, Software—Application
MFGP, 6.59, Technology, Software—Infrastructure
SOS, 3.9800, Technology, Software—Infrastructure
VHC, 6.75, Technology, Software—Infrastructure
ARC, 2.1900, Industrials, Specialty Business Services
QUAD, 5.60, Industrials, Specialty Business Services
RRD, 2.4500, Industrials, Specialty Business Services
SRT, 8.78, Industrials, Specialty Business Services
TREC, 7.17, Basic Materials, Specialty Chemicals
VNTR, 4.1100, Basic Materials, Specialty Chemicals
BBW, 5.25, Consumer Cyclical, Specialty Retail
BNED, 6.91, Consumer Cyclical, Specialty Retail
PRTY, 8.01, Consumer Cyclical, Specialty Retail
DHX, 2.5100, Industrials, Staffing & Employment Services
GGB, 4.3200, Basic Materials, Steel
MTL, 1.9000, Basic Materials, Steel
SID, 5.82, Basic Materials, Steel
TMST, 5.49, Basic Materials, Steel
CEL, 3.6600, Communication Services, Telecom Services
GTT, 5.0100, Communication Services, Telecom Services
HCHC, 3.9700, Communication Services, Telecom Services
MBT, 9.30, Communication Services, Telecom Services
TEF, 4.6200, Communication Services, Telecom Services
TEO, 6.62, Communication Services, Telecom Services
TKC, 5.85, Communication Services, Telecom Services
VIV, 8.99, Communication Services, Telecom Services
BTU, 3.8000, Energy, Thermal Coal
CEIX, 9.39, Energy, Thermal Coal
SCX, 5.01, Industrials, Tools & Accessories
USX, 8.51, Industrials, Trucking
CIG, 2.6500, Utilities, Utilities—Diversified
JE, 7.52, Utilities, Utilities—Diversified
AT, 2.9800, Utilities, Utilities—Independent Power Producers
TAC, 8.84, Utilities, Utilities—Independent Power Producers
CEPU, 2.3900, Utilities, Utilities—Regulated Electric
EBR, 5.79, Utilities, Utilities—Regulated Electric
EDN, 3.7000, Utilities, Utilities—Regulated Electric
ENIA, 7.65, Utilities, Utilities—Regulated Electric
ENIC, 3.8700, Utilities, Utilities—Regulated Electric
GNE, 7.88, Utilities, Utilities—Regulated Electric
SBS, 7.51, Utilities, Utilities—Regulated Water
CHRA, 3.7000, Industrials, Waste Management
