Ticker, Price, Sector, Industry
LEJU, 3.2300, Real Estate, Real Estate Services
XIN, 2.3800, Real Estate, Real Estate—Development
NL, 4.8200, Industrials, Security & Protection Services
EXK, 4.9300, Basic Materials, Silver
CMCM, 4.2300, Technology, Software—Application
SOS, 3.9800, Technology, Software—Infrastructure
ARC, 2.1900, Industrials, Specialty Business Services
RRD, 2.4500, Industrials, Specialty Business Services
VNTR, 4.1100, Basic Materials, Specialty Chemicals
DHX, 2.5100, Industrials, Staffing & Employment Services
GGB, 4.3200, Basic Materials, Steel
MTL, 1.9000, Basic Materials, Steel
CEL, 3.6600, Communication Services, Telecom Services
HCHC, 3.9700, Communication Services, Telecom Services
TEF, 4.6200, Communication Services, Telecom Services
BTU, 3.8000, Energy, Thermal Coal
CIG, 2.6500, Utilities, Utilities—Diversified
AT, 2.9800, Utilities, Utilities—Independent Power Producers
ENIC, 3.8700, Utilities, Utilities—Regulated Electric
