Ticker, Price, Sector, Industry
WTI, 2.7200, Energy, Oil & Gas E&P
AROC, 9.51, Energy, Oil & Gas Equipment & Services
DNOW, 9.76, Energy, Oil & Gas Equipment & Services
EXTN, 4.8600, Energy, Oil & Gas Equipment & Services
FI, 3.2400, Energy, Oil & Gas Equipment & Services
FTK, 2.1100, Energy, Oil & Gas Equipment & Services
HLX, 4.7500, Energy, Oil & Gas Equipment & Services
IO, 2.9700, Energy, Oil & Gas Equipment & Services
MRC, 9.83, Energy, Oil & Gas Equipment & Services
NEX, 3.8500, Energy, Oil & Gas Equipment & Services
NGS, 9.33, Energy, Oil & Gas Equipment & Services
NINE, 2.9200, Energy, Oil & Gas Equipment & Services
NOA, 9.23, Energy, Oil & Gas Equipment & Services
NR, 2.8000, Energy, Oil & Gas Equipment & Services
NRT, 4.1000, Energy, Oil & Gas Equipment & Services
OII, 9.85, Energy, Oil & Gas Equipment & Services
OIS, 6.42, Energy, Oil & Gas Equipment & Services
PUMP, 9.41, Energy, Oil & Gas Equipment & Services
RES, 5.01, Energy, Oil & Gas Equipment & Services
SLCA, 9.49, Energy, Oil & Gas Equipment & Services
TTI, 2.2000, Energy, Oil & Gas Equipment & Services
WTTR, 6.09, Energy, Oil & Gas Equipment & Services
CVE, 6.43, Energy, Oil & Gas Integrated
YPF, 4.2900, Energy, Oil & Gas Integrated
AM, 8.01, Energy, Oil & Gas Midstream
DHT, 5.70, Energy, Oil & Gas Midstream
DLNG, 2.8500, Energy, Oil & Gas Midstream
ENBL, 5.75, Energy, Oil & Gas Midstream
ENLC, 4.1700, Energy, Oil & Gas Midstream
ET, 6.70, Energy, Oil & Gas Midstream
ETRN, 7.08, Energy, Oil & Gas Midstream
EURN, 8.31, Energy, Oil & Gas Midstream
FRO, 6.49, Energy, Oil & Gas Midstream
GEL, 6.42, Energy, Oil & Gas Midstream
GLOG, 4.5000, Energy, Oil & Gas Midstream
GLOP, 3.4500, Energy, Oil & Gas Midstream
NNA, 3.6600, Energy, Oil & Gas Midstream
NVGS, 9.45, Energy, Oil & Gas Midstream
OSG, 2.1600, Energy, Oil & Gas Midstream
SGU, 9.87, Energy, Oil & Gas Midstream
TGS, 5.09, Energy, Oil & Gas Midstream
TK, 2.7300, Energy, Oil & Gas Midstream
TNP, 8.87, Energy, Oil & Gas Midstream
BPT, 3.5900, Energy, Oil & Gas Refining & Marketing
NGL, 2.7200, Energy, Oil & Gas Refining & Marketing
PBF, 9.55, Energy, Oil & Gas Refining & Marketing
UGP, 4.4000, Energy, Oil & Gas Refining & Marketing
VEDL, 9.70, Basic Materials, Other Industrial Metals & Mining
MUX, 1.1600, Basic Materials, Other Precious Metals & Mining
BRFS, 4.2000, Consumer Defensive, Packaged Foods
RFP, 8.11, Basic Materials, Paper & Paper Products
STON, 3.1300, Consumer Cyclical, Personal Services
AHC, 2.4500, Communication Services, Publishing
GCI, 4.7500, Communication Services, Publishing
LEE, 1.9000, Communication Services, Publishing
PSO, 9.86, Communication Services, Publishing
CLNY, 5.39, Real Estate, REIT—Diversified
ESRT, 9.90, Real Estate, REIT—Diversified
GEO, 8.68, Real Estate, REIT—Healthcare Facilities
AHT, 3.0000, Real Estate, REIT—Hotel & Motel
BHR, 5.40, Real Estate, REIT—Hotel & Motel
CPLG, 7.82, Real Estate, REIT—Hotel & Motel
DRH, 9.01, Real Estate, REIT—Hotel & Motel
HT, 8.20, Real Estate, REIT—Hotel & Motel
INN, 9.06, Real Estate, REIT—Hotel & Motel
AAIC, 3.7000, Real Estate, REIT—Mortgage
ANH, 2.6800, Real Estate, REIT—Mortgage
CMO, 5.69, Real Estate, REIT—Mortgage
GPMT, 9.95, Real Estate, REIT—Mortgage
IVR, 3.8300, Real Estate, REIT—Mortgage
LFT, 3.2300, Real Estate, REIT—Mortgage
MFA, 3.9200, Real Estate, REIT—Mortgage
MITT, 3.6000, Real Estate, REIT—Mortgage
NLY, 8.47, Real Estate, REIT—Mortgage
ORC, 5.39, Real Estate, REIT—Mortgage
RWT, 9.44, Real Estate, REIT—Mortgage
TWO, 6.27, Real Estate, REIT—Mortgage
WMC, 3.0800, Real Estate, REIT—Mortgage
XAN, 3.9400, Real Estate, REIT—Mortgage
PGRE, 9.08, Real Estate, REIT—Office
AIV, 4.8700, Real Estate, REIT—Residential
APTS, 7.67, Real Estate, REIT—Residential
SNR, 5.72, Real Estate, REIT—Residential
RPAI, 9.64, Real Estate, REIT—Retail
RPT, 9.70, Real Estate, REIT—Retail
WSR, 8.35, Real Estate, REIT—Retail
CXW, 7.29, Real Estate, REIT—Specialty
LEJU, 3.2300, Real Estate, Real Estate Services
NTP, 8.87, Real Estate, Real Estate Services
FPH, 6.75, Real Estate, Real Estate—Development
XIN, 2.3800, Real Estate, Real Estate—Development
ALTG, 9.97, Industrials, Rental & Leasing Services
NSCO, 8.09, Industrials, Rental & Leasing Services
ARCO, 5.38, Consumer Cyclical, Restaurants
JAX, 7.62, Consumer Cyclical, Restaurants
ADT, 9.38, Industrials, Security & Protection Services
ARLO, 8.52, Industrials, Security & Protection Services
MG, 7.76, Industrials, Security & Protection Services
NL, 4.8200, Industrials, Security & Protection Services
UMC, 9.53, Technology, Semiconductors
EXK, 4.9300, Basic Materials, Silver
FSM, 7.48, Basic Materials, Silver
CMCM, 4.2300, Technology, Software—Application
MFGP, 6.59, Technology, Software—Infrastructure
SOS, 3.9800, Technology, Software—Infrastructure
VHC, 6.75, Technology, Software—Infrastructure
ARC, 2.1900, Industrials, Specialty Business Services
QUAD, 5.60, Industrials, Specialty Business Services
RRD, 2.4500, Industrials, Specialty Business Services
SRT, 8.78, Industrials, Specialty Business Services
TREC, 7.17, Basic Materials, Specialty Chemicals
VNTR, 4.1100, Basic Materials, Specialty Chemicals
BBW, 5.25, Consumer Cyclical, Specialty Retail
BNED, 6.91, Consumer Cyclical, Specialty Retail
PRTY, 8.01, Consumer Cyclical, Specialty Retail
DHX, 2.5100, Industrials, Staffing & Employment Services
GGB, 4.3200, Basic Materials, Steel
MTL, 1.9000, Basic Materials, Steel
SID, 5.82, Basic Materials, Steel
TMST, 5.49, Basic Materials, Steel
CEL, 3.6600, Communication Services, Telecom Services
GTT, 5.0100, Communication Services, Telecom Services
HCHC, 3.9700, Communication Services, Telecom Services
MBT, 9.30, Communication Services, Telecom Services
TEF, 4.6200, Communication Services, Telecom Services
TEO, 6.62, Communication Services, Telecom Services
TKC, 5.85, Communication Services, Telecom Services
VIV, 8.99, Communication Services, Telecom Services
BTU, 3.8000, Energy, Thermal Coal
CEIX, 9.39, Energy, Thermal Coal
USX, 8.51, Industrials, Trucking
CIG, 2.6500, Utilities, Utilities—Diversified
JE, 7.52, Utilities, Utilities—Diversified
AT, 2.9800, Utilities, Utilities—Independent Power Producers
ENIA, 7.65, Utilities, Utilities—Regulated Electric
ENIC, 3.8700, Utilities, Utilities—Regulated Electric
GNE, 7.88, Utilities, Utilities—Regulated Electric
SBS, 7.51, Utilities, Utilities—Regulated Water
