Ticker, Price, Sector, Industry
FI, 3.2400, Energy, Oil & Gas Equipment & Services
FTK, 2.1100, Energy, Oil & Gas Equipment & Services
HLX, 4.7500, Energy, Oil & Gas Equipment & Services
IO, 2.9700, Energy, Oil & Gas Equipment & Services
NEX, 3.8500, Energy, Oil & Gas Equipment & Services
NINE, 2.9200, Energy, Oil & Gas Equipment & Services
NR, 2.8000, Energy, Oil & Gas Equipment & Services
NRT, 4.1000, Energy, Oil & Gas Equipment & Services
TTI, 2.2000, Energy, Oil & Gas Equipment & Services
YPF, 4.2900, Energy, Oil & Gas Integrated
DLNG, 2.8500, Energy, Oil & Gas Midstream
ENLC, 4.1700, Energy, Oil & Gas Midstream
GLOG, 4.5000, Energy, Oil & Gas Midstream
GLOP, 3.4500, Energy, Oil & Gas Midstream
NNA, 3.6600, Energy, Oil & Gas Midstream
OSG, 2.1600, Energy, Oil & Gas Midstream
TK, 2.7300, Energy, Oil & Gas Midstream
BPT, 3.5900, Energy, Oil & Gas Refining & Marketing
NGL, 2.7200, Energy, Oil & Gas Refining & Marketing
UGP, 4.4000, Energy, Oil & Gas Refining & Marketing
MUX, 1.1600, Basic Materials, Other Precious Metals & Mining
BRFS, 4.2000, Consumer Defensive, Packaged Foods
STON, 3.1300, Consumer Cyclical, Personal Services
AHC, 2.4500, Communication Services, Publishing
GCI, 4.7500, Communication Services, Publishing
LEE, 1.9000, Communication Services, Publishing
AHT, 3.0000, Real Estate, REIT—Hotel & Motel
AAIC, 3.7000, Real Estate, REIT—Mortgage
ANH, 2.6800, Real Estate, REIT—Mortgage
IVR, 3.8300, Real Estate, REIT—Mortgage
LFT, 3.2300, Real Estate, REIT—Mortgage
MFA, 3.9200, Real Estate, REIT—Mortgage
MITT, 3.6000, Real Estate, REIT—Mortgage
WMC, 3.0800, Real Estate, REIT—Mortgage
XAN, 3.9400, Real Estate, REIT—Mortgage
AIV, 4.8700, Real Estate, REIT—Residential
DNK, 3.0600, Real Estate, Real Estate Services
LEJU, 3.2300, Real Estate, Real Estate Services
XIN, 2.3800, Real Estate, Real Estate—Development
LUB, 3.1600, Consumer Cyclical, Restaurants
NL, 4.8200, Industrials, Security & Protection Services
EXK, 4.9300, Basic Materials, Silver
CMCM, 4.2300, Technology, Software—Application
CTK, 3.4600, Technology, Software—Application
SOS, 3.9800, Technology, Software—Infrastructure
ARC, 2.1900, Industrials, Specialty Business Services
RRD, 2.4500, Industrials, Specialty Business Services
VNTR, 4.1100, Basic Materials, Specialty Chemicals
DHX, 2.5100, Industrials, Staffing & Employment Services
GGB, 4.3200, Basic Materials, Steel
MTL, 1.9000, Basic Materials, Steel
CEL, 3.6600, Communication Services, Telecom Services
HCHC, 3.9700, Communication Services, Telecom Services
TEF, 4.6200, Communication Services, Telecom Services
BTU, 3.8000, Energy, Thermal Coal
CIG, 2.6500, Utilities, Utilities—Diversified
AT, 2.9800, Utilities, Utilities—Independent Power Producers
CEPU, 2.3900, Utilities, Utilities—Regulated Electric
EDN, 3.7000, Utilities, Utilities—Regulated Electric
ENIC, 3.8700, Utilities, Utilities—Regulated Electric
CHRA, 3.7000, Industrials, Waste Management
